id	Completed	Last page seen	Start language		[C]   What experience do you have with C, C++, C# and Java?	[C++]   What experience do you have with C, C++, C# and Java?	[C#]   What experience do you have with C, C++, C# and Java?	[Java]   What experience do you have with C, C++, C# and Java?			Besides SeqAn what other applications / libraries do you use?	To what extend did you already work with SeqAn before the workshop?	[Whole installation process]   How difficult was the installation of SeqAn?  The installation includes downloading the sources, the CMake call(s) and the first run of your chosen IDE.	[Download of the source code]   How difficult was the installation of SeqAn?  The installation includes downloading the sources, the CMake call(s) and the first run of your chosen IDE.	[CMake call(s)]   How difficult was the installation of SeqAn?  The installation includes downloading the sources, the CMake call(s) and the first run of your chosen IDE.	[Chosen IDE (z.B. make, Visual Studio, Eclipse, Xcode)]   How difficult was the installation of SeqAn?  The installation includes downloading the sources, the CMake call(s) and the first run of your chosen IDE.	What did you particulary like in the installation process?	What did you particularly dislike in the installation process?	[Standard Template Library (STL) and template programming]     SeqAn heavily relies on the following four C++ / SeqAn techniques.    How good was your understanding and ability to correctly use each technique before the workshop?	[Metafunctions]     SeqAn heavily relies on the following four C++ / SeqAn techniques.    How good was your understanding and ability to correctly use each technique before the workshop?	[Template subclassing]     SeqAn heavily relies on the following four C++ / SeqAn techniques.    How good was your understanding and ability to correctly use each technique before the workshop?	[Global function interface]     SeqAn heavily relies on the following four C++ / SeqAn techniques.    How good was your understanding and ability to correctly use each technique before the workshop?	[Standard Template Library (STL) and template programming]     How good is your understanding and ability to correctly use each technique now that you have absolved the workshop?	[Metafunctions]     How good is your understanding and ability to correctly use each technique now that you have absolved the workshop?	[Template subclassing]     How good is your understanding and ability to correctly use each technique now that you have absolved the workshop?	[Global function interface]     How good is your understanding and ability to correctly use each technique now that you have absolved the workshop?	[Basics] Which of the following tutorials did you work on during the workshop?	[Sequences & Iterators] Which of the following tutorials did you work on during the workshop?	[Input/Output and Writing Parsers] Which of the following tutorials did you work on during the workshop?	[RNA-Seq, FragmentStore] Which of the following tutorials did you work on during the workshop?	[Alignment, MSA] Which of the following tutorials did you work on during the workshop?	[FragmentStore - Genome, Annotations] Which of the following tutorials did you work on during the workshop?	[Indices] Which of the following tutorials did you work on during the workshop?	[Bowtie] Which of the following tutorials did you work on during the workshop?	[JournalSet] Which of the following tutorials did you work on during the workshop?	[Workflows in KNIME] Which of the following tutorials did you work on during the workshop?	[App Session 1 - RazerS3, Stellar, SplazerS, Masai] Which of the following tutorials did you work on during the workshop?	[App Session 2 - Mason, Rabema, SAK] Which of the following tutorials did you work on during the workshop?	[App Session 4 - New Argument Parser] Which of the following tutorials did you work on during the workshop?		[Basics] Which of the following tutorials did you work on during the workshop?	[Sequences & Iterators]	[Input/Output and Writing Parsers]	[RNA-Seq, FragmentStore]	[Alignment, MSA]	[FragmentStore - Genome, Annotations]	[Indices]	[Bowtie]	[JournalSet]	[Workflows in KNIME]	[App Session 1 - RazerS3, Stellar, SplazerS, Masai]	[App Session 2 - Mason, Rabema, SAK]	[App Session 4 - New Argument Parser]	[Basics] What was your motivation to do this tutorial? How helpful was the tutorial for you?	[Sequences & Iterators]	[Input/Output and Writing Parsers]	[RNA-Seq, FragmentStore]	[Alignment, MSA]	[FragmentStore - Genome, Annotations]	[Indices]	[Bowtie]	[JournalSet]	[Workflows in KNIME]	[App Session 1 - RazerS3, Stellar, SplazerS, Masai]	[App Session 2 - Mason, Rabema, SAK]	[App Session 4 - New Argument Parser]	[App Session 4 - New Argument Parser]	[Sequences & Iterators]	[Input/Output and Writing Parsers]	[RNA-Seq, FragmentStore]	[Alignment, MSA]	[FragmentStore - Genome, Annotations]	[Indices]	[Bowtie]	[JournalSet]	[Workflows in KNIME]	[App Session 1 - RazerS3, Stellar, SplazerS, Masai]	[App Session 2 - Mason, Rabema, SAK]	[App Session 4 - New Argument Parser]	[Basics] Do you think that the documentation web pages (www.seqan.de and trac.seqan.de) were helpful to solve the exercises of the tutorial?	[Sequences & Iterators]	[Input/Output and Writing Parsers]	[RNA-Seq, FragmentStore]	[Alignment, MSA]	[FragmentStore - Genome, Annotations]	[Indices]	[Bowtie]	[JournalSet]	[Workflows in KNIME]	[App Session 1 - RazerS3, Stellar, SplazerS, Masai]	[App Session 2 - Mason, Rabema, SAK]	[App Session 4 - New Argument Parser]	[Basics] What did you particulary like about this tutorial?	[Sequences & Iterators]	[Input/Output and Writing Parsers]	[RNA-Seq, FragmentStore]	[Alignment, MSA]	[FragmentStore - Genome, Annotations]	[Indices]	[Bowtie]	[JournalSet]	[Workflows in KNIME]	[App Session 1 - RazerS3, Stellar, SplazerS, Masai]	[App Session 2 - Mason, Rabema, SAK]	[App Session 4 - New Argument Parser]	[Basics] What did you particulary dislike about this tutorial? What posed the biggest problems?	[Sequences & Iterators]	[Input/Output and Writing Parsers]	[RNA-Seq, FragmentStore]	[Alignment, MSA]	[FragmentStore - Genome, Annotations]	[Indices]	[Bowtie]	[JournalSet]	[Workflows in KNIME]	[App Session 1 - RazerS3, Stellar, SplazerS, Masai]	[App Session 2 - Mason, Rabema, SAK]	[App Session 4 - New Argument Parser]	What did you particularly like in the installation process?	What did you particularly dislike in the installation process?	What did you particulary like about SeqAn?	What did you particulary dislike about SeqAn?	How would you rate the workshop altogether?	How would you rate the organisation of the workshop?	How helpful was the assistance by the SeqAn staff?	What do you think about the duration of the workshop?	How would you rate the pure online tutorials (not their integration in the workshop)?	Why did you attend to this workshop?	Why did you attend to this workshop? - Other	Did the workshop meet your expectations?	What functionality of SeqAn are you using? What functionality do you miss?	What is / would be your preferred way to develop with SeqAn?	What is / would be your preferred way to develop with SeqAn? - Other	Will you use SeqAn in the future?	[Comment] Will you use SeqAn in the future?	What do / did you study?	What is your currently highest degree?					
lmlucd3w6tzrgr57				Expert: regular and correct use of language specific paradigms	Beginner: few experience	Beginner: few experience	Beginner: few experience	Expert: regular and correct use of language specific paradigms	Yes		R, Bioconductor	I use SeqAn apps / command line programs.	Very easy	Very easy	Very easy	Very easy			Basic skills, few experience	Basic skills, few experience	Basic skills, few experience						TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	8	Basic skills, few experience	Basic skills, few experience	Basic skills, few experience	 	 	Basic skills, few experience	 	 	 	No experience	Basic skills, few experience	No experience	No experience	Refreshing my knowledge! (or few experience ,)	Refreshing my knowledge	I was interested in writing parsers.	 	 	Annotations are quite important and so I was interested in this topic.	 	 	 	Interested in this topic	Ae there special (hidden) parameters or very useful options?	Mason	Very interesting tutorial!	Yes, with slightly to no more additional time	No		 	 	Yes, with slightly to no more additional time	 	 	 	No	 	 	 	Extraordinary	Average	Extraordinary	 	 	Above average	 	 	 	 	Above average	Above average	Above average	The general idea behind programming in SeqAn is well explained (shortly), i.e. cncept of templates and modules etc.	Nice overview	Very good overview.			There was enough time for the sub tutorials (well explained).						Nice mixture between showing the online documentation and afterwards, using the command line Ao run a tool (including useful parameters settings)	Very interesting tutorial!		To less time and sometimes confusing, i.e. where we are etc.									A short general introduction for Rach tool presented is needed in the beginning.			Installing the new Xcode 4.4.1	Problems with my old Xcode (should be documented, maybe)	Modules (concept of different)		Very good	Very good	Above averagely helpful	Good	Very good	I’m currently working on a project where I’m expected to use SeqAn	 	Yes (100%)	Sorry, I’m a beginner more or less	As a framework (create apps)	 	Yes		Bioinformatics	PhD		Unix Makefiles	Unix Makefiles	Mac OS	Mac OS 11.4.0
nhujs8lup1jadajj				Expert: regular and correct use of language specific paradigms	Expert: regular and correct use of language specific paradigms	Expert: regular and correct use of language specific paradigms	No experience	Advanced: average experience				I use SeqAn apps / command line programs.	Very easy	Very easy	Very easy	Easy			Much experience	Much experience	Much experience						FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2	 	 	No experience	 	Basic skills, few experience	 	 	 	 	 	 	 	 	 	 	I have my own libraries in PERL & C++. It is time to change to something much more professional than my code.	 	I want to align elements of non-DNA/A1 nature	 	 	 	 	 	 	 	 	 	 	Yes, but only with a significant amount of more time	 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	Above average	 	Above average	 	 	 	 	 	 	 	 			Ability to talk to authors, my needs: paired end iterator over all BAM, quick accessor to gz FASTA/FAI																												 	 	 	 		 	 			 	 	 		Computer Science	PhD		Xcode	Xcode	Mac OS	Mac OS 11.4.0
ow4gktkh5ubxux21				Expert: regular and correct use of language specific paradigms	Advanced: average experience	Expert: regular and correct use of language specific paradigms	Beginner: few experience	Advanced: average experience	Yes		Qt, SAMTools	I develop my own software by using SeqAn as a library.	Easy	Easy	Easy	Difficult			Much experience	Basic skills, few experience	Ordinary experience						FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	8	 	 	Basic skills, few experience	Basic skills, few experience	 	 	 	No experience	No experience	No experience	Basic skills, few experience	Basic skills, few experience	Basic skills, few experience	 	 	(1) Use fast sequence IO for FASTA, BAM/SAM (2) Learn to write Parsers using SeqAn, Tutorial was good, however no parsers	Learn how to use SeqAn in complex analysis of NGS Data.	 	 	 	Useful	Very nice and helpful tutorial	Was interesting to compare KNIME to Galaxy	Find out capabilities of R3, Masai Tutorial was helpful	Find out about Mason	Useful	 	 	Yes, but only with a significant amount of more time	Yes, but only with a significant amount of more time	 	 	 	Yes, but only with a significant amount of more time	Yes, but only with a significant amount of more time	No	Yes, with slightly to no more additional time	Yes, with slightly to no more additional time	Yes, with slightly to no more additional time	 	 	Average	Average	 	 	 	Average	Above average	Hardly	 	 	 			All sufficient informations on SeqAn website => easy to follow and complete.	Very good practical example					The time estimation was almost perfect.	Demonstration	I could ask questions of particular  interest, Tutorial was helpful	I could ask questions of particular  interest, Tutorial was helpful	Useful			Tutorials were not tested completely, sometimes there was small mistakes.	From documentation not easy to understand how to use data structures				There is no documentation on how to use iterations with indices or link to it.	(1) Name jour() is misleading maybe better would be attach() or (2) Add interface to check if sequence is JournalSet is “joined”		Feedback for R3: (1) add option to output unmapped reads and unmated pairs, (2) add option to change paired-end protocol					Powerful and comprehensive	consistently use namespaces: either “using namespace seqan” but not for the first beginners tutorials, ov always qualitfy with “seqan::” prefix - don’t rely on argument dependent ookup), never use “::seqan:: ...”	Very good	Very good	Extraordinarily helpful	Good	Good	I’m currently working on a project where I think SeqAn does the job	 	Yes	I/O, Alignment, IntervalTree	As a library (include SeqAn headers in own program)	 	Yes	Good possibilities	Bioinformatics	Master		Unix Makefiles	Unix Makefiles	Linux	Linux 2.6.35
phr0d30hyzmq0xri				Advanced: average experience	Beginner: few experience	Beginner: few experience	No experience	Advanced: average experience	Yes		Bowtie/BWA/R/samtools/...	I develop my own software by using SeqAn as a library.	Very easy	Very easy	Very easy				Basic skills, few experience	Basic skills, few experience	Basic skills, few experience						FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	8	 	 	Ordinary experience	Ordinary experience	 	Basic skills, few experience	 	No experience	 	No experience	Much experience	Ordinary experience	 	 	 	Useful for many applications.	Practically very relevant	 	 	 	Was lost, need more time	 	Get an overview on the feature	Get overview on new features / future plans	 	 	 	 	Yes, but only with a significant amount of more time	Yes, but only with a significant amount of more time	 	Yes, with slightly to no more additional time	 	Yes, but only with a significant amount of more time	 	No	 	 	Yes, with slightly to no more additional time	 	 	Above average	Average	 	Above average	 	Average	 	 	 	 	 			Practically relevant, easy steps	Combines many parts of SeqAn						Fancy visualization						Always takes a lot of time to adapt the skel.py output cpp, Would help to give some more options to the script, to directly obtain an adapted skeleton.	(1) OPEN MP makes the solutions harder to understand -> should be a version wo (2) complexity of the tutorial was too high -> RPKM computation should be additional				Was lost, need more time		For me it would (still) be easier to do shell-scripting	R3: Option (if not standard) to output the sequence in all alignments in case of multiple hits	Idea for Mason: Option to give one vcf for each haplotype	Ideas: (1) Put the tutorial to Introduction (2) In the tutorial, start with the skel.py output and explain what is already there	Many possibilities (Systems, Platforms, Compiler)	Somehow magic, works but I don’t know how (at first)	Useful/fast	Hard to get an overview of functionality	Good	Good	Above averagely helpful	Good	Very good	I’m currently working on a project where I think SeqAn does the job	 	Yes	Reading and editing standard file formats	As a framework (create apps)	 	Yes	Because it’s fast and useful	Bioinformatics	Master		Unix Makefiles	Unix Makefiles	Linux	Linux 2.6.38
qhuulr654q26tohr				Beginner: few experience	No experience	Advanced: average experience	No experience	Beginner: few experience	Yes		C++ STL	I develop my own software by using SeqAn as a library.	Easy	Very easy	Easy	Average			Ordinary experience	Basic skills, few experience	Unknown technique						FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	6	 	 	Much experience	No experience	 	 	Basic skills, few experience	 	No experience	No experience	 	 	Basic skills, few experience	 	 	Writing own Parser for integrating it into SeqAn. I got useful comments. Although I did not do the tutorial.	Just wanted to do the “Advanced” lecture. Maybe helpful, I learned about IntervalTrees. Also got an idea of the general problems.	 	 	Learned about Tree-Iterators	 	 	Getting to know KNIME in general	 	 	Want to ass CommandLineParameters to my program	 	 	 	No	 	 	 	 	 	No	 	 	 	 	 	 	 	 	 	Hardly	 	 	 	 	 	 			Doing the Basic IO tutorial is too easy for “advanced”.						Habe den Aufbau eines JournalStrings gelernt	Easiness of KNIME										Dokumentation von hash() ist unvolständig. hash(myShapeObjet, mySequence) ordnet myShapeIbject den resultierenden hash value zu. Das steht aber nicht in der hash-Doku. Ferner ist in der Shape-Doku der entsprechende Member nicht erwähnt. Ich finde das *sehr* verwirrend.		toHostPosition and toViewPosition fehlen in Doku	Maybe you should tell how to integrate KNIME in Eclipse or other IDEs.			util/bin/skel.py adds 3 options for vervosity instead of one with list of possible values. ./myProgram -v -vv is possible function call	Step-by-step doku for different problems		Tags	Unfinished documentation	Very good	Very good	Above averagely helpful	Good	Very good	I’m currently working on a project where I’m expected to use SeqAn	 	Yes, it was great to get in touch with the SeqAn staff.	ProfileChar , JournalStrings, missing possibility to store floats in ProfileChar.count	As a library (include SeqAn headers in own program)	 	 	Doing a praktikum. If functionality is missing, I can learn to program it.	Bioinformatics	Abitur		Unix Makefiles	Unix Makefiles	Linux	Linux 3.0.0
y4oycw36249shrvs				Expert: regular and correct use of language specific paradigms	Advanced: average experience	Beginner: few experience	No experience	No experience	No			I never worked with SeqAn.	Very easy	Very easy	Very easy	Very easy			Unknown technique	Unknown technique	Unknown technique						TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	6	No experience	No experience	Ordinary experience	 	Ordinary experience	 	Ordinary experience	 	 	Basic skills, few experience	 	 	 	Learn my way around. It as helpful (1 to 5 - 4)	As always to learn.	It was very helpful.	 	 	 	Helpful and informative	 	 	To figure out what KNIME is.	 	 	 	Yes, but only with a significant amount of more time	Yes, but only with a significant amount of more time	Yes, but only with a significant amount of more time	 	Yes, but only with a significant amount of more time	 	Yes, but only with a significant amount of more time	 	 	Yes, but only with a significant amount of more time	 	 	 	Average	Above average	Above average	 	Above average	 	Above average	 	 	Hardly	 	 	 	Simple and clean explanation s from the staff!	Iterations! Nice!			Approach					Everything					I got confused since the concept of “string” is new to me.																 	 	 	 		 	 			 	 	 					Unix Makefiles	Unix Makefiles	Linux	Linux 3.2.0
ykuccc7dunih46v6																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 					Unix Makefiles	Unix Makefiles	Linux	Linux 2.6.32
zsrreplh0s7rggp4				Beginner: few experience	No experience	Beginner: few experience	No experience	No experience	Yes		C++ STL	I never worked with SeqAn.	Easy	Very easy	Easy	Average			Basic skills, few experience	Basic skills, few experience	Basic skills, few experience						FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	 	Basic skills, few experience	Basic skills, few experience	 	 	 	No experience	 	 	 	 	 	 	 	Increasing basic skills.	Thought I didn’t need bascis.	 	 	 	 	 	 	 	 	 	 	 	Yes, with slightly to no more additional time	Yes, but only with a significant amount of more time	 	 	 	Yes, but only with a significant amount of more time	 	 	 	 	 	 	 	Average	Average	 	 	 	Hardly	 	 	 	 	 	 															There wasn’t pointed out appropriately why Iterators and StringSets are in common much better then ints and strings.												Altogether very detailed explanations what to do.	Unstimmigkeiten zwischen Text und Screenshots (very minor)	Very many helpful functions and classes.	Inconsistency	Good	Very good	Averagely helpful	Too short	Average	I’m currently working on a project where I’m expected to use SeqAn	 	Yes, completely.	As a library, DNA-type is very useful in combination with ProfileChar, missing ProfileCHar<Dna>. const als float oder double wären schön	As a library (include SeqAn headers in own program)	 	Yes	Very useful for handling genomic data	Bioinformatics	Abitur		Eclipse CDT4	Unix Makefiles	Linux	Linux 3.2.0
				Expert: regular and correct use of language specific paradigms	Beginner: few experience	Expert: regular and correct use of language specific paradigms	No experience	Beginner: few experience	Yes			I develop my own software by using SeqAn as a library.	Average	Average	Easy				Ordinary experience	Ordinary experience	Ordinary experience						FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
				Beginner: few experience	No experience	Advanced: average experience	No experience	Beginner: few experience	Yes			I develop my own software by using SeqAn as a library.	Very easy	Very easy	Easy	Very easy			Ordinary experience	Unknown technique	Basic skills, few experience						FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
				Guru: (highly) specific language skills, problem solving within the meaning of standard libraries	Expert: regular and correct use of language specific paradigms	Expert: regular and correct use of language specific paradigms	No experience	Beginner: few experience	No		stxxd	I never worked with SeqAn.	Easy	Easy	Easy				Much experience	Much experience	Much experience						FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3	Basic skills, few experience	Basic skills, few experience	Basic skills, few experience	 	 	 	 	 	 	 	 	 	 	Getting deeper understanding of the basics / possible data types / overview. OK for me, maybe a little to basic (other possible topic seemed o be abandoned)	Follow-up tutorial (motivation)	Helpful for things I work on. 90% helpful											No	Yes, with slightly to no more additional time	No	 	 	 	 	 	 	 	 	 	 	Average	Above average	Average	 	 	 	 	 	 	 	 	 	 	Relaxing, understandable introduction	More information about the library, well explained, but a little less than the basics tutorial.	Understandable introduction											Would like to see a better explanation of the content / outline description was missing.	I hate code “Lückentexte”, because it’s harder to figure out from the comments what to do rather than writing the stuff yourself. Why don't you use the naming convention (for iterators) used also by STL?	I would rather like to have short examples rather than long texts.															 	 	 	 		 	 			 	 	 								
																											TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	No experience	 	 	 	 	 	 	 	 	 	 	 	 														Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	No experience	 	 	 	 	 	 	 	 	 	 	 														 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 	 	 	 	 															missing begin cl / end cl member functions																 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	Much experience	 	 	 	 	 	 	 	 	 	 														 	 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Extraordinary	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	Basic skills, few experience	 	 	 	 	 	 	 	 	 	 			Could be useful for my Bachelor’s Thesis. Yes, it was quite helpful.											 	 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 	 	 	 			There was no rush to complete everything that was originally planned. The tutorial was adapted to our individual speed.																												 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	No experience	 	 	 	 	 	 	 	 	 	 														 	 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	Basic skills, few experience	 	 	 	 	 	 	 	 	 														 	 		Yes, but only with a significant amount of more time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 	 	 				Useful example													Too little time, difficult tutorial maybe better in the morning than late afternoon														 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	Basic skills, few experience	 	 	 	 	 	 	 	 	 				Learn about RNAseq algorithms										 	 		Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 	 	 				Nice to have a working program													bit to rushed														 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	Basic skills, few experience	 	 	 	 	 	 	 	 	 				Understand approach and workflow for RNA-seq applications										 	 		Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Average	 	 	 	 	 	 	 	 	 				Present a simplified view & starting point on a real world example.													Mostly about chasing the doc, a bit more background on library structure would jave began useful. e.g.more specifics about the store														 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	 	 	 	 	 	 	 	 														 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																		Check correct alphabets instead of implicitly convert them -> like DNA5 -> DNA													 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	Basic skills, few experience	 	 	 	 	 	 	 						I am chat organization of & access to annotation								 	 		 	 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	No experience	 	 	 	 	 	 	 														 	 		 		Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	Basic skills, few experience	 	 	 	 	 	 	 														 	 		 		No	 	 	 	 	 	 	 	 	 	 	 	 	Average	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	 	Basic skills, few experience	 	 	 	 	 	 							Motivation: Indices, Good overview							 	 		 		 	No	 	 	 	 	 	 	 	 	 	 	 	 	Hardly	 	 	 	 	 	 							Good idea & overview about indices													Shape, Hash, Index relation											 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	 	Ordinary experience	 	 	 	 	 	 														 	 		 		 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 	 	 							Good explanations, helpful team													Last topic too much / too late											 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	 	 	 	Basic skills, few experience	 	 	 	 														 	 		 		 	 	 	Yes, with slightly to no more additional time	 	 	 	 	 	 	 	 	 	 	 	 	Above average	 	 	 	 																															 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1	 	 	 	 	 	 	 	 	Basic skills, few experience	 	 	 	 									Good introduction might have been nice to have more closer of algorithm					 	 		 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																						not enough time!									 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	1	 	 	 	 	 	 	 	 	Basic skills, few experience	 	 	 	 														 	 		 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																							-verbose, --very-verbose sollten nicht in KNIME auftauchen, explain whole workflow first on slide (otherwise people get lost), explain more in detail the KNIME interface, explain the motivation of the workflow, maybe do a small complete workflow first and then add visualization nodes, warum können manche nodes direkt auf files arbeiten und manche (FX tools) auf tables, kann man von C++ direkt KNIME Tables erzeugen ohne File->Table Node? Wie wärs mit Standardformaten? Ist nur die Table-Grpße irritierend?, Cooler als Tables sind immer die Grafiken								 	 	 	 		 	 			 	 	 								
																											FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	 	 	 	 	 	 	 	 	 		No experience	 	 														 	 		 		 	 	 	 	 	Yes, but only with a significant amount of more time	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 																															 	 	 	 		 	 			 	 	 								
